Name,Bereich,Link,Email,Ort,Hinweis,Einrichtung,Standort,Status (Trinh),Webseite,Art,Niveau,Aktion,Gmail,Startdatum,Status Phuong|Hofa,Status - Trung (Hanoi),Status Minh (Berlin),Cong|Refa|München,Last edited time,Status Quynh|Hofa
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=O9ZFpmvpu6I5QZvsbus0V8RYawaQWn09iEY4GctGYKY%3D__del__Backhaus%20Zoller%20GmbH%20%26%20Co.%20KG,,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Stuttgart&umkreis=10&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1191464941-S,bewerbung@backhaus-zoller.de,Stuttgart,,,Esslingen am Neckar,,,,,,,ab 01.09.2023,Not started,Email gesendet,Not started,Not started,"February 22, 2023 1:09 AM",Not started
H4 Hotel Berlin Alexanderplatz,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/W4XR1Z/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,jule.miguezquiroga+h2bwzu@career.h-hotels.jobs,Berlin,,,Phuong wurde hier zum Gespräch eingeladen,,,,,,https://mail.google.com/mail/u/4/#sent/FMfcgzGrcXhGDRvHBvZJHKmwXzgJSKFC,ab sofort,Absage,Not started,Not started,Not started,"April 14, 2023 9:39 AM",Email gesendet
Park Inn by Radisson Berlin Alexanderplatz Hotel,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/9XHHAJ/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,bewerbungen@parkinn-berlin.com,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 4:50 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=HUHGK3Nu0ySAJyPwrznP-4Z1TVNVBeGXTkbGhebn9kA%3D__del__AGON%20Group%20GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=HUHGK3Nu0ySAJyPwrznP-4Z1TVNVBeGXTkbGhebn9kA%3D__del__AGON%20Group%20GmbH&id=10000-1193014046-S,personal@agon-group.com,Berlin,Deutsch Experte,,,,,,,,,ab sofort,Absage,Not started,Not started,Not started,"April 11, 2023 9:49 PM",Not started
Hotel Albrechtshof,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/TPBXQ2/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,bewerbung@albrechtshof-hotels.de,Berlin,,,,,,,,,,ab sofort,Absage,Not started,Not started,Not started,"April 11, 2023 2:23 PM",Email gesendet
Maritim proArte Hotel Berlin,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/4LXL0F/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,info.bpa@maritim.de,Berlin,Email suchen,,Initiativbewerbung,,,,,,,ab sofort,Absage,Not started,Not started,Not started,"April 18, 2023 12:57 PM",Email gesendet
AccorInvest Germany GmbH - ibis Berlin Mitte,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/280X0J/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,,Berlin,mailto:H0357@accor.com,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"March 1, 2023 4:55 PM",Not started
The Ritz-Carlton Hotel Company (Berlin) GmbH,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/2KNINQ/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,elena.bresser@ritzcarlton.com,Berlin,offline,,,,,,,,,ab sofort,Absage,Not started,Not started,Not started,"April 13, 2023 3:28 PM",Not started
Estrel Hotel Betriebs GmbH,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/06ZTBM/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,,Berlin,Gutes Abi Deutsch und englisch,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"February 2, 2023 6:08 PM",Not started
HYPERION Hotel Berlin,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/DNHP6V/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,,Berlin,Gutes Abi Deutsch und englisch,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"February 2, 2023 6:08 PM",Not started
Lindner Am Ku'Damm,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/QMOJBG/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,hr@lindner.de,Berlin,"Bitte über Email, dass wir extern uns bewerben",,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 13, 2023 3:31 PM",Not started
Leonardo Royal Berlin Alexanderplatz Sunflower Management GmbH&http://co.kg/,Hotel,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&ausbildungsart=0&wo=Berlin&umkreis=25&eintrittsdatum=10_01_01-now&berufsfeld=Hotellerie&id=13596-20230105105439000-S,t.kraft@leonardo-hotels.com,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 17, 2023 2:08 PM",Absage
Dorint Kurfürstendamm Berlin,Hotel,https://www.ausbildung.de/unternehmen/dorint-gmbh/stellen/auszubildende-hotelfachmann-hotelfachfrau-m-w-d--yhian05/?utm_campaign=kooperation&utm_medium=jobfeed&utm_source=bundesagentur,,Berlin,Deutsch & Englisch,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"February 2, 2023 6:36 PM",Not started
a&o hostel and hotel Berlin Mitte GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&ausbildungsart=0&wo=Berlin&umkreis=25&berufsfeld=Hotellerie&eintrittsdatum=23_01_01-23_02_01;23_02_01-23_03_01&id=10000-1191181051-S,heike.pflueger@aohostels.com,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 4:15 PM",Email gesendet
Soho House Berlin GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&ausbildungsart=0&wo=Berlin&umkreis=25&berufsfeld=Hotellerie&eintrittsdatum=23_01_01-23_02_01;23_02_01-23_03_01&id=10000-1192397585-S,,Berlin,Englisch Experte,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"February 2, 2023 7:03 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=-LaY3WRvh1CctUPpscrnSCuyOB8nV82osqkR3c06gXA%3D__del__NH%20Hoteles%20Deutschland%20GmbH%20NH%20Collection%20Berlin%20Mitte,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191756711-S,,Berlin,Deutsch & Englisch,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"February 2, 2023 6:58 PM",Not started
aletto Potsdamer Platz GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&ausbildungsart=0&wo=Berlin&umkreis=25&berufsfeld=Hotellerie&eintrittsdatum=23_01_01-23_02_01;23_02_01-23_03_01&id=10000-1192554944-S,,Berlin,Deutsch & Englisch,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"April 19, 2023 12:10 PM",Email ready
The Front Gastro & Hotel Betriebs GmbH & Co. KG,Hotel,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&ausbildungsart=0&wo=Berlin&umkreis=25&berufsfeld=Hotellerie&eintrittsdatum=23_01_01-23_02_01;23_02_01-23_03_01&id=10000-1191954804-S,,Berlin,Deutsch Englisch Expertenkenntnisse,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"February 2, 2023 7:07 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=5d-DgzOPb_W9dbs4mCiwIpqysraqkmLW6P-Su8QCP3A%3D__del__Oranien%20Hotelbetriebs%20GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&ausbildungsart=0&wo=Berlin&umkreis=25&berufsfeld=Hotellerie&eintrittsdatum=23_01_01-23_02_01;23_02_01-23_03_01&id=10000-1191251802-S,,Berlin,Englisch deutsch in wort und schrift,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"February 2, 2023 7:17 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=bELFQfBhdHp7CriGu5FeoJ3U0aFVpL96fb7fsBqypkg%3D__del__Victor%27s%20Residenz-Hotels%20GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&ausbildungsart=0&wo=Berlin&umkreis=25&berufsfeld=Hotellerie&eintrittsdatum=23_01_01-23_02_01;23_02_01-23_03_01&id=10000-1191081393-S,bewerbung@victors.de,Berlin,,,,,,,,,,ab sofort,Absage,Not started,Not started,Not started,"April 11, 2023 2:03 PM",Email gesendet
Holi Hostel & Hotel Berlin InnFax Trety hospitality Deutschland GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191212720-S,info@holi-berlin.de,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 4:01 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=3kRx9flV-balpUd4B5e2yrjfP4bXpMRr9JAf-E4aZXM%3D__del__Hotel%20Christophorus-Haus%20Evangelisches%20Johannesstift,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192694776-S,info@hotel-christophorus.com,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 2:16 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=VPCRHlGY2KnF_vuxXkzbQwED0HjS5JMMyCJETJSkVZM%3D__del__Abion%20Hotel%20Verwaltungs%20GmbH%20%26%20Co.Betriebs%20KG,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191289953-S,r.valtin@abion-hotel.de,Berlin,offline,,,,,,,,,ab sofort,Absage,Not started,Not started,Not started,"April 18, 2023 1:37 PM",Email gesendet
Bleibtreu Services GmbH Hotel Kurfürstendamm 101,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191610838-S,ausbildung@kudamm101.com,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 2:09 PM",Email gesendet
Best Western Premier Hotel am Borsigturm Betriebs GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191710372-S,gm@hab.berlin,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 1:57 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=TvOEsKUGftY3egtpOW8ID_YwZYE8xaGQQbDwA72-658%3D__del__Alecsa%20Hotel%20Betriebsgesellschaft%20mbH,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191877785-S,bewerbung@alecsa-hotel.de,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 1:46 PM",Email gesendet
Besondere Orte Umweltforum Berlin GmbH,Restaurant,https://www.hogapage.de/jobs/auszubildende-fachkraft-fuer-gastronomie-mwd-in-berlin/EJZJVO/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt,s.geese@besondere-orte.com,Berlin,Bewerbung in deren Onlinportal abgeschickt,,"Gendarmenmarkt 5, 10117 Berlin, Deutschland",,,,,,,01.08.2023,Not started,Not started,Email gesendet,Not started,"February 7, 2023 5:01 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=LLzF2DzoxTQOKXCykNBtnp6VbLE0gR_t9eYN7xBZI00%3D__del__Kurpfalz-Weinstuben%20GmbH%20Restaurant%20Kurpfalz%20Weinstuben,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1193006029-S,vincenzo@kurpfalz-weinstuben.de,Berlin,,,"Wilmersdorfer Str. 93
10629 Berlin",,,,,,,ab sofort,Not started,Not started,2. Email gesendet,Not started,"February 13, 2023 9:09 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=UJojnOREu3DfKffkQzkdu82FBZEDGn6h7ltyAJ0wZ8A%3D__del__Werner%20M%C3%BCller%20Eiscaf%C3%A8%20%22Klatsch%22,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1192946941-S,cafe-klatsch@online.de,Berlin,,,"Bölschestr. 25
12587 Berlin",,,,,,,01.08.2023,Not started,Not started,Email gesendet,Not started,"February 7, 2023 6:45 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=JNGjKibOg7puYuHi4twZgYTm752EZdIRsKCIkFv4yJQ%3D__del__Jan%20M%C3%B6hwald%20Kochzirkel%20Berlin,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1192956070-S,office@kochzirkel.berlin,Berlin,,,"Grünberger Str. 1
10243 Berlin",,,,,,,01.08.2023,Not started,Not started,Absage,Not started,"February 8, 2023 8:11 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=PyPuEVu19gj2PDmhaPRVq4KC3uxIw77XMFvIIbfTzv8%3D__del__Rocco%20Forte%20%26%20Family%20Deutschland%20GmbH%20Hotel%20de%20Rome,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1191547640-S,sjahnke@roccofortehotels.com,Berlin,,,"Behrenstr. 37
10117 Berlin - Mitte",,,,,,,01.08.2023,Not started,Not started,Absage,Not started,"February 10, 2023 7:46 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=zFcH51eksbGLro4SH30yIqjxwSeuqRkDzyvQzC36WbY%3D__del__Systemgastronomie%20Oliver%20Mix%20Checkpoint%20Charlie%20e.K.,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=12280-2022-45792-0-S,mcdonalds,Berlin,,,"Friedrichstr. 207
10969 Berlin",,,,,,,01.08.2023,Not started,Not started,Archiv,Not started,"February 7, 2023 6:59 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=mMBHw18cBNAKkyNbAWbLIcXAjEcowpLjkDU2aIJdwRI%3D__del__CCA%20Projekt%20GmbH%20BERLIN%20CAPITAL%20CLUB,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=10000-1190900751-S,,Berlin,,,"Mohrenstr. 30
10117 Berlin - Mitte",,,,,,,ab sofort,Not started,Not started,Archiv,Not started,"February 7, 2023 7:18 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=jrm3eD7Tzc8jSUGGXnR3jJcqlueN_oVJfggudSWuh6s%3D__del__K%C3%84FER%20BERLIN%20GmbH%20im%20Deutschen%20Bundestag%20Catering,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=10000-1191311884-S,verwaltung.berlin@feinkost-kaefer.de,Berlin,,,"Platz der Republik 1
10557 Berlin",,,,,,,ab sofort,Not started,Not started,Email gesendet,Not started,"February 7, 2023 8:11 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=jzJoo_GRC6dug3dYm-IInWKnfZ9S9WtYcNcflGptXN0%3D__del__Pablo%20Gonzales%20e.K.%20American%20Bowl%20%26%20Play%20Off,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=10000-1191620656-S,,Berlin,,,"Märkische Allee 176 - 178
12681 Berlin - Berlin-Marzahn",,,,,,,ab sofort,Not started,Not started,Email gesendet,Not started,"February 7, 2023 8:22 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=Yt8YkJIAMgUAZfIgU2M9R_ZakXnjrIZKMxX4Z7tPHiU%3D__del__MARITIM%20Hotel%20Berlin%20Maritim%20Hotelgesellschaft%20mbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=10000-1190933218-S,,Berlin,,,"Stauffenbergstr. 26
10785 Berlin - Tiergarten",,,,,,,01.09.2023,Not started,Not started,Archiv,Not started,"February 7, 2023 7:16 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=zYYEw3VncCuwCt2EVZHUpiSREwAUax22pVQCh09Jb10%3D__del__Kochm%C3%BCtze%20GmbH%20%26%20Co.%20KG,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=15406-0025752556-S,,Berlin,Bewerbung über ihre Webseite gesendet,,"Am Rondell 1
12529 Schönefeld bei Berlin - Waltersdorf",,,,,,,01.08.2023,Not started,Not started,Absage,Not started,"February 8, 2023 8:10 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=LDf4RFVbZShCxGth8zHSqQ_A-0YQZ4RRDWGfwFAkMY4%3D__del__Dennis%20Reiner%20Froitzheim%20Mc%20Donald%27s,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=10000-1192315243-S,,Berlin,,,"Rudower Str. 100
12351 Berlin",,,,,,,01.08.2023,Not started,Not started,Archiv,Not started,"February 7, 2023 7:28 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=ZZRaTTuJKArA1XIB7MYlkEpOmUmQBMkC-ducaUVEbOk%3D__del__Robert%20Lindner%20GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=14733-0024439593-S,,Berlin,Onlinebewerbung (nicht über email),,"Ostpreußendamm 90-92
12207 Berlin",,,,,,,01.09.2023,Not started,Not started,Absage,Not started,"February 22, 2023 6:28 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=LgIBXgHLFJSDt2bybPWZ9jB4TvFHO0PDEYFIiqmC1LA%3D__del__P%26R%20Personal-%20und%20Veranstaltung%20UG%20(haftungsbeschr%C3%A4nkt),Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=10000-1192270189-S,kontakt@der-waldkater.de,Berlin,,,"An der Wuhlheide 195
12459 Berlin",,,,,,,ab sofort,Not started,Not started,Email gesendet,Not started,"February 7, 2023 8:46 PM",Not started
centromed Berlin Spandau Betriebs GmbH & http://co.kg/,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=10000-1192338849-S,doppelt,Berlin,,,"Brauereihof 6
13585 Berlin",,,,,,,01.08.2023,Not started,Not started,Archiv,Not started,"February 7, 2023 8:23 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=laXBl-HMYzPDBWaH9Qug5wtNDvlmQW2L964dt4Ppq_o%3D__del__Best%20Western%20Premier%20Hotel%20am%20Borsigturm%20Betriebs%20GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=10000-1191710774-S,Phuong hat sich hier schon beworben,Berlin,,,"Am Borsigturm 1
13507 Berlin",,,,,,,ab sofort,Not started,Not started,Archiv,Not started,"February 7, 2023 8:25 PM",Not started
Ausbildung Restaurantfach REFA,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&ausbildungsart=0&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie;Restaurantfachmann%2F-frau&id=10000-1191223776-S,Deutsch und Englisch,Berlin,,,"Am Seegraben 2
12529 Schönefeld bei Berlin - Schönefeld",,,,,,,01.08.2023,Not started,Not started,Archiv,Not started,"February 7, 2023 8:25 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=MMqYRGbSwwrNdDZ9f08d4AmJlb2o-MCYBZ8jojwcAEY%3D__del__Privathotels%20Dr.%20Lohbeck%20GmbH%20%26%20Co%20KG%20Seehotel%20Berlin%20Rangsdorf,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191783793-S,jana.boehm@see-hotel-berlin.de,Berlin,1h entfernt von Berlin,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 10:22 AM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=YTaCyKTdWdXbCYwW3hKafP5IfFA0mSKujiT_Cu9vtcE%3D__del__InterCityHotel%20GmbH%20Berlin-Brandenburg%20Airport,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1190275973-S,anja.dombo@intercityhotel.com,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 10:20 AM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=vgHX3X-lZeKSvo9GOhgjLPA4zhgD4q_CIpAgyfEWA5s%3D__del__InterContinental%20Hotel%20Berlin%20GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192449414-S,silke.nitz@ihg.com,Berlin,,,,,,,,,,ab sofort,Absage,Not started,Not started,Not started,"April 11, 2023 9:15 PM",Email gesendet
centromed Berlin-Spandau Betriebs GmbH & Co. KG,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192337686-S,Doppelt (Minh Berlin),Berlin,,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"April 19, 2023 12:21 PM",Email ready
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=N56BUKZaahHTKb-ZlERN7cBAkB2WFLKsyGezwPQuRmk%3D__del__GCH%20Berlin%20Hotels%20BetriebsGmbH%20Holiday%20Inn%20Berlin%20City-East,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192654481-S,personal@hibce.de,Berlin,(Phuong|Berlin) Absage nach Bewerbungsgespräch,,,,,,,,https://mail.google.com/mail/u/4/#inbox/FMfcgzGrcXrRRPnzCqsGWmRLzjTnPGSM,ab sofort,Absage,Not started,Not started,Not started,"April 19, 2023 12:04 PM",Email ready
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=FCpTlhJ_DfqpNOFn_CyFzxJWIx4SRrg8gZ71wu5tKW4%3D__del__SHB%20Stadthotel%20Bernau%20GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192956279-S,direktion@h24hotels.com,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 7, 2023 10:01 AM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=FQh2JQtSv_WJ740Zv0lUr2GZVBthYf6MLNPkN_0FgFA%3D__del__Mercure%20Hotel%20Berlin%20Mitte%20Thorsten%20Hecht%20e.K.,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192881401-S,H4988-GM@accor.com,Berlin,,,,,,,,,,ab sofort,2. Email gesendet,Not started,Not started,Not started,"April 6, 2023 9:22 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=kTiBzvETthA5PKNiYa2HDkw8ikI5AYWyKcuTDUT_8co%3D__del__Albeck%20%26%20Zehden%20Hotel%20GmbH%20%26%20Co.%20KG%20Crowne%20Plaza%20BerlinCity%20Centre,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191890935-S,n.heumann@cp-berlin.com,Berlin,,,,,,,,,,ab sofort,Absage,Not started,Not started,Not started,"April 11, 2023 9:30 PM",Email gesendet
